2023-06-21 14:25:04.380 [http-nio-8080-exec-1] INFO  com.example.UtilityProject.ExcelToDb - Extracted data: ID=1.0, FirstName=Wade, LastName=Adams, Age=30.0, Email=Adams@gmail.com, PhoneNumber=2.228991016E9
2023-06-21 14:25:04.381 [http-nio-8080-exec-1] INFO  com.example.UtilityProject.ExcelToDb - Extracted data: ID=2.0, FirstName=Dave, LastName=Baker, Age=31.0, Email=Baker@gmail.com, PhoneNumber=9.222492999E9
2023-06-21 14:25:04.381 [http-nio-8080-exec-1] INFO  com.example.UtilityProject.ExcelToDb - Extracted data: ID=3.0, FirstName=Seth, LastName=Clark, Age=35.0, Email=Clark@gmail.com, PhoneNumber=5.222227119E9
2023-06-21 14:25:04.381 [http-nio-8080-exec-1] INFO  com.example.UtilityProject.ExcelToDb - Extracted data: ID=4.0, FirstName=Ivan, LastName=Davis, Age=29.0, Email=Davis@gmail.com, PhoneNumber=2.222058185E9
2023-06-21 14:25:04.382 [http-nio-8080-exec-1] INFO  com.example.UtilityProject.ExcelToDb - Extracted data: ID=5.0, FirstName=Riley, LastName=Evans, Age=26.0, Email=Evans@gmail.com, PhoneNumber=2.512802704E9
2023-06-21 14:25:04.383 [http-nio-8080-exec-1] INFO  com.example.UtilityProject.ExcelToDb - Extracted data: ID=6.0, FirstName=Gilbert, LastName=Frank, Age=32.0, Email=Frank@gmail.com, PhoneNumber=2.224926165E9
2023-06-21 14:25:04.383 [http-nio-8080-exec-1] INFO  com.example.UtilityProject.ExcelToDb - Extracted data: ID=7.0, FirstName=Jorge, LastName=Ghosh, Age=28.0, Email=Ghosh@gmail.com, PhoneNumber=9.982519782E9
2023-06-21 14:25:04.383 [http-nio-8080-exec-1] INFO  com.example.UtilityProject.ExcelToDb - Extracted data: ID=8.0, FirstName=Dan, LastName=Hills, Age=29.0, Email=Hills@gmail.com, PhoneNumber=2.525254389E9
2023-06-21 14:25:04.384 [http-nio-8080-exec-1] INFO  com.example.UtilityProject.ExcelToDb - Extracted data: ID=9.0, FirstName=Brian, LastName=Irwin, Age=25.0, Email=Irwin@gmail.com, PhoneNumber=4.428191331E9
2023-06-21 14:25:04.384 [http-nio-8080-exec-1] INFO  com.example.UtilityProject.ExcelToDb - Extracted data: ID=10.0, FirstName=Roberto, LastName=Jones, Age=45.0, Email=Jones@gmail.com, PhoneNumber=1.203945123E9
2023-06-21 14:25:04.385 [http-nio-8080-exec-1] INFO  com.example.UtilityProject.ExcelToDb - Extracted data: ID=11.0, FirstName=Ramon, LastName=Klein, Age=34.0, Email=Klein@gmail.com, PhoneNumber=2.223829297E9
2023-06-21 14:25:04.385 [http-nio-8080-exec-1] INFO  com.example.UtilityProject.ExcelToDb - Extracted data: ID=12.0, FirstName=Miles, LastName=Lopez, Age=32.0, Email=Lopez@gmail.com, PhoneNumber=2.225835504E9
2023-06-21 14:25:04.386 [http-nio-8080-exec-1] INFO  com.example.UtilityProject.ExcelToDb - Extracted data: ID=13.0, FirstName=Liam, LastName=Mason, Age=28.0, Email=Mason@gmail.com, PhoneNumber=2.223078911E9
2023-06-21 14:25:04.386 [http-nio-8080-exec-1] INFO  com.example.UtilityProject.ExcelToDb - Extracted data: ID=14.0, FirstName=Nathaniel, LastName=Nalty, Age=26.0, Email=Nalty@gmail.com, PhoneNumber=9.222678119E9
2023-06-21 14:25:04.386 [http-nio-8080-exec-1] INFO  com.example.UtilityProject.ExcelToDb - Extracted data: ID=15.0, FirstName=Ethan, LastName=Ochoa, Age=27.0, Email=Ochoa@gmail.com, PhoneNumber=4.428530628E9
2023-06-21 14:25:04.387 [http-nio-8080-exec-1] INFO  com.example.UtilityProject.ExcelToDb - Extracted data: ID=16.0, FirstName=Lewis, LastName=Patel, Age=29.0, Email=Patel@gmail.com, PhoneNumber=2.226289592E9
2023-06-21 14:25:04.387 [http-nio-8080-exec-1] INFO  com.example.UtilityProject.ExcelToDb - Extracted data: ID=17.0, FirstName=Milton, LastName=Quinn, Age=31.0, Email=Quinn@gmail.com, PhoneNumber=2.222061496E9
2023-06-21 14:25:04.387 [http-nio-8080-exec-1] INFO  com.example.UtilityProject.ExcelToDb - Extracted data: ID=18.0, FirstName=Claude, LastName=Reily, Age=33.0, Email=Reily@gmail.com, PhoneNumber=2.228936997E9
2023-06-21 14:25:04.387 [http-nio-8080-exec-1] INFO  com.example.UtilityProject.ExcelToDb - Extracted data: ID=19.0, FirstName=Joshua, LastName=Smith, Age=34.0, Email=Smith@gmail.com, PhoneNumber=4.055276109E9
2023-06-21 14:25:04.387 [http-nio-8080-exec-1] INFO  com.example.UtilityProject.ExcelToDb - Extracted data: ID=20.0, FirstName=Glen, LastName=Trott, Age=32.0, Email=Trott@gmail.com, PhoneNumber=9.941315851E9
2023-06-21 14:25:04.388 [http-nio-8080-exec-1] INFO  com.example.UtilityProject.ExcelToDb - Extracted data: ID=21.0, FirstName=Harvey, LastName=Usman, Age=38.0, Email=Usman@gmail.com, PhoneNumber=2.228991016E9
2023-06-21 14:25:04.388 [http-nio-8080-exec-1] INFO  com.example.UtilityProject.ExcelToDb - Extracted data: ID=22.0, FirstName=Blake, LastName=Valdo, Age=37.0, Email=Valdo@gmail.com, PhoneNumber=9.222492999E9
2023-06-21 14:25:04.388 [http-nio-8080-exec-1] INFO  com.example.UtilityProject.ExcelToDb - Extracted data: ID=23.0, FirstName=Antonio, LastName=White, Age=28.0, Email=White@gmail.com, PhoneNumber=5.222227119E9
2023-06-21 14:25:04.388 [http-nio-8080-exec-1] INFO  com.example.UtilityProject.ExcelToDb - Extracted data: ID=24.0, FirstName=Connor, LastName=Xiang, Age=29.0, Email=Xiang@gmail.com, PhoneNumber=2.222058185E9
2023-06-21 14:25:04.388 [http-nio-8080-exec-1] INFO  com.example.UtilityProject.ExcelToDb - Extracted data: ID=25.0, FirstName=Julian, LastName=Yakub, Age=27.0, Email=Yakub@gmail.com, PhoneNumber=2.223078911E9
2023-06-21 14:25:04.389 [http-nio-8080-exec-1] INFO  com.example.UtilityProject.ExcelToDb - Extracted data: ID=26.0, FirstName=Aidan, LastName=Zafar, Age=25.0, Email=Zafar@gmail.com, PhoneNumber=9.222678119E9
2023-06-21 14:25:48.796 INFO  com.example.UtilityProject.ExcelToDb - Extracted data: ID=1.0, FirstName=Wade, LastName=Adams, Age=30.0, Email=Adams@gmail.com, PhoneNumber=2.228991016E9
2023-06-21 14:25:48.797 INFO  com.example.UtilityProject.ExcelToDb - Extracted data: ID=2.0, FirstName=Dave, LastName=Baker, Age=31.0, Email=Baker@gmail.com, PhoneNumber=9.222492999E9
2023-06-21 14:25:48.797 INFO  com.example.UtilityProject.ExcelToDb - Extracted data: ID=3.0, FirstName=Seth, LastName=Clark, Age=35.0, Email=Clark@gmail.com, PhoneNumber=5.222227119E9
2023-06-21 14:25:48.797 INFO  com.example.UtilityProject.ExcelToDb - Extracted data: ID=4.0, FirstName=Ivan, LastName=Davis, Age=29.0, Email=Davis@gmail.com, PhoneNumber=2.222058185E9
2023-06-21 14:25:48.798 INFO  com.example.UtilityProject.ExcelToDb - Extracted data: ID=5.0, FirstName=Riley, LastName=Evans, Age=26.0, Email=Evans@gmail.com, PhoneNumber=2.512802704E9
2023-06-21 14:25:48.798 INFO  com.example.UtilityProject.ExcelToDb - Extracted data: ID=6.0, FirstName=Gilbert, LastName=Frank, Age=32.0, Email=Frank@gmail.com, PhoneNumber=2.224926165E9
2023-06-21 14:25:48.799 INFO  com.example.UtilityProject.ExcelToDb - Extracted data: ID=7.0, FirstName=Jorge, LastName=Ghosh, Age=28.0, Email=Ghosh@gmail.com, PhoneNumber=9.982519782E9
2023-06-21 14:25:48.800 INFO  com.example.UtilityProject.ExcelToDb - Extracted data: ID=8.0, FirstName=Dan, LastName=Hills, Age=29.0, Email=Hills@gmail.com, PhoneNumber=2.525254389E9
2023-06-21 14:25:48.800 INFO  com.example.UtilityProject.ExcelToDb - Extracted data: ID=9.0, FirstName=Brian, LastName=Irwin, Age=25.0, Email=Irwin@gmail.com, PhoneNumber=4.428191331E9
2023-06-21 14:25:48.801 INFO  com.example.UtilityProject.ExcelToDb - Extracted data: ID=10.0, FirstName=Roberto, LastName=Jones, Age=45.0, Email=Jones@gmail.com, PhoneNumber=1.203945123E9
2023-06-21 14:25:48.801 INFO  com.example.UtilityProject.ExcelToDb - Extracted data: ID=11.0, FirstName=Ramon, LastName=Klein, Age=34.0, Email=Klein@gmail.com, PhoneNumber=2.223829297E9
2023-06-21 14:25:48.801 INFO  com.example.UtilityProject.ExcelToDb - Extracted data: ID=12.0, FirstName=Miles, LastName=Lopez, Age=32.0, Email=Lopez@gmail.com, PhoneNumber=2.225835504E9
2023-06-21 14:25:48.801 INFO  com.example.UtilityProject.ExcelToDb - Extracted data: ID=13.0, FirstName=Liam, LastName=Mason, Age=28.0, Email=Mason@gmail.com, PhoneNumber=2.223078911E9
